Year,State,Energy_Source,Value,Renewable,Value_Normalized
2017,South Australia,total,14823.649,0,0.017280867374595915
2018,South Australia,total,14937.506,0,0.01721698288272401
2019,South Australia,total,15039.445,0,0.017114238342770788
2020,South Australia,total,14693.318,0,0.016574994218675088
2021,South Australia,total,14460.363,0,0.016206354614380258
2022,South Australia,total,15508.865,0,0.01708834029331071
2008,Tasmania,non_renewable_total,769.8,False,0.0030951213039877128
2009,Tasmania,non_renewable_total,1183.7,False,0.0047077960816755094
2010,Tasmania,non_renewable_total,1600.9,False,0.006306902569799829
2011,Tasmania,non_renewable_total,1623.2,False,0.0063701366486927724
2012,Tasmania,non_renewable_total,1764.6,False,0.006928150765606596
2013,Tasmania,non_renewable_total,1004.7,False,0.003941885921892043
2014,Tasmania,non_renewable_total,149.942,False,0.0005880701093841309
2015,Tasmania,non_renewable_total,948.282,False,0.003712172932684027
2016,Tasmania,non_renewable_total,919.37,False,0.0035571625344352617
2017,Tasmania,non_renewable_total,1004.673,False,0.0038156244659235485
2018,Tasmania,non_renewable_total,639.056,False,0.00237708674304419
2019,Tasmania,non_renewable_total,217.312,False,0.0007934193279857463
2020,Tasmania,non_renewable_total,205.966,False,0.0007399453212287994
2021,Tasmania,non_renewable_total,185.438,False,0.00065721333437294
2022,Tasmania,non_renewable_total,206.236,False,0.0007265335742946421
2008,Tasmania,renewable_total,7827.397,True,0.03147147727912381
2009,Tasmania,renewable_total,8831.1,True,0.03512293484572492
2010,Tasmania,renewable_total,9976.5,True,0.03930340026710475
2011,Tasmania,renewable_total,8994.6,True,0.03529868845510843
2012,Tasmania,renewable_total,11330.2,True,0.04448449155869651
2013,Tasmania,renewable_total,12994.756,True,0.050984219901286106
2014,Tasmania,renewable_total,9480.946,True,0.037184117534013406
2015,Tasmania,renewable_total,9396.045,True,0.03678203732990934
2016,Tasmania,renewable_total,9683.9,True,0.0374682731296623
2017,Tasmania,renewable_total,10740.248,True,0.040790140711342356
2018,Tasmania,renewable_total,11158.569,True,0.04150635694093141
2019,Tasmania,renewable_total,11461.179,True,0.04184546154885302
2020,Tasmania,renewable_total,10370.566,True,0.03725688604038757
2021,Tasmania,renewable_total,11790.255,True,0.04178600287782023
2022,Tasmania,renewable_total,10498.456,True,0.03698423535296957
2008,Tasmania,total,8597.197,0,0.03456659858311153
2009,Tasmania,total,10014.8,0,0.03983073092740043
2010,Tasmania,total,11577.4,0,0.04561030283690458
2011,Tasmania,total,10617.8,0,0.0416688251038012
2012,Tasmania,total,13094.8,0,0.0514126423243031
2013,Tasmania,total,13999.456,0,0.05492610582317815
2014,Tasmania,total,9630.888,0,0.03777218764339754
2015,Tasmania,total,10344.327,0,0.04049421026259336
2016,Tasmania,total,10603.27,0,0.04102543566409757
2017,Tasmania,total,11744.921,0,0.04460576517726591
2018,Tasmania,total,11797.625,0,0.0438834436839756
2019,Tasmania,total,11678.491,0,0.042638880876838765
2020,Tasmania,total,10576.532,0,0.037996831361616364
2021,Tasmania,total,11975.694,0,0.04244321975630675
2022,Tasmania,total,10704.692,0,0.03771076892726421
2008,Northern Territory,non_renewable_total,2912.7,False,0.02506130456105934
2009,Northern Territory,non_renewable_total,3253.1,False,0.027268917072516493
2010,Northern Territory,non_renewable_total,3076.6,False,0.025430859901305183
2011,Northern Territory,non_renewable_total,3130.2,False,0.02562880723128316
2012,Northern Territory,non_renewable_total,3291.0,False,0.026318946282478828
2013,Northern Territory,non_renewable_total,3432.5,False,0.027058665867848077
2014,Northern Territory,non_renewable_total,2952.7,False,0.02329693392876868
2015,Northern Territory,non_renewable_total,3007.344,False,0.023686028653114588
2016,Northern Territory,non_renewable_total,2903.895,False,0.02277100356005834
2017,Northern Territory,non_renewable_total,3384.935,False,0.026593353498055545
2018,Northern Territory,non_renewable_total,4298.205,False,0.03408352364639832
2019,Northern Territory,non_renewable_total,4789.404,False,0.038166839328690055
2020,Northern Territory,non_renewable_total,4645.465,False,0.0368550223329393
2021,Northern Territory,non_renewable_total,5023.411,False,0.039864861004198046
2022,Northern Territory,non_renewable_total,4687.446,False,0.0368200177523624
2008,Northern Territory,renewable_total,9.7,True,8.346024452991231e-05
2009,Northern Territory,renewable_total,13.5,True,0.00011316294626017419
2010,Northern Territory,renewable_total,14.3,True,0.00011820233263624266
2011,Northern Territory,renewable_total,17.4,True,0.00014246413833759086
2012,Northern Territory,renewable_total,23.4,True,0.00018713562534488135
2013,Northern Territory,renewable_total,33.315,True,0.0002626247497122676
2014,Northern Territory,renewable_total,44.304,True,0.0003495605245301479
2015,Northern Territory,renewable_total,58.651,True,0.0004619389290130507
2016,Northern Territory,renewable_total,87.331,True,0.0006848093722064521
2017,Northern Territory,renewable_total,124.884,True,0.0009811368189496013
2018,Northern Territory,renewable_total,159.319,True,0.0012633536333935991
2019,Northern Territory,renewable_total,210.183,True,0.001674951787450393
2020,Northern Territory,renewable_total,256.144,True,0.0020321308718176554
2021,Northern Territory,renewable_total,282.994,True,0.0022457880661212117
2022,Northern Territory,renewable_total,319.194,True,0.002507277683081056
2008,Northern Territory,total,2922.4,0,0.025144764805589255
2009,Northern Territory,total,3266.6,0,0.027382080018776667
2010,Northern Territory,total,3090.9,0,0.02554906223394143
2011,Northern Territory,total,3147.6,0,0.02577127136962075
2012,Northern Territory,total,3314.4,0,0.02650608190782371
2013,Northern Territory,total,3465.815,0,0.027321290617560345
2014,Northern Territory,total,2997.004,0,0.023646494453298826
2015,Northern Territory,total,3065.995,0,0.024147967582127637
2016,Northern Territory,total,2991.226,0,0.023455812932264793
2017,Northern Territory,total,3509.819,0,0.027574490317005144
2018,Northern Territory,total,4457.524,0,0.035346877279791925
2019,Northern Territory,total,4999.587,0,0.03984179111614045
2020,Northern Territory,total,4901.608,0,0.03888714527120836
2021,Northern Territory,total,5306.405,0,0.04211064907031926
2022,Northern Territory,total,5006.64,0,0.03932729543544346
